time_s,north_m,east_m,down_m,v_north_mps,v_east_mps,v_down_mps,q1,q2,q3,q4,p_rad_s,q_rad_s,r_rad_s,temp_c
945.8,-6650.727,8551.386,-1115.016,-2.149069,5.545918,16.15228,-0.9438408,-0.3176386,0.05380707,-0.0733145,-0.4371471,0.0007525219,0.0006115812,3.689905
946,-6651.153,8552.497,-1111.785,-2.114835,5.561322,16.14964,-0.956822,-0.2760705,0.05691247,-0.07097599,-0.4373411,0.0006905575,0.0006701391,3.710901
946.2,-6651.573,8553.61,-1108.556,-2.080734,5.57649,16.14701,-0.9679781,-0.2339561,0.05991812,-0.0685042,-0.4375352,0.0006236595,0.000722965,3.731897
946.4,-6651.985,8554.728,-1105.327,-2.046754,5.59145,16.14438,-0.9772851,-0.1913753,0.06281827,-0.06590332,-0.4377294,0.0005523543,0.0007696426,3.752863
946.6,-6652.392,8555.847,-1102.098,-2.012881,5.606225,16.14176,-0.9847228,-0.148409,0.06560735,-0.06317781,-0.4379237,0.000477203,0.000809804,3.773859
946.8,-6652.791,8556.97,-1098.87,-1.979103,5.620835,16.13914,-0.9902745,-0.1051394,0.06827997,-0.06033237,-0.4381181,0.0003987981,0.0008431316,3.794855
947,-6653.183,8558.096,-1095.642,-1.94541,5.6353,16.13652,-0.993927,-0.06164894,0.07083095,-0.05737193,-0.4383126,0.000317758,0.0008693621,3.81582
947.2,-6653.569,8559.224,-1092.415,-1.911792,5.649636,16.13391,-0.9956707,-0.0180211,0.07325527,-0.05430165,-0.4385072,0.0002347226,0.0008882878,3.836786
947.4,-6653.948,8560.355,-1089.189,-1.878242,5.663857,16.1313,-0.9954999,0.0256604,0.07554819,-0.0511269,-0.4387018,0.0001503482,0.0008997583,3.857782
947.6,-6654.32,8561.489,-1085.963,-1.844753,5.677976,16.12869,-0.9934123,0.0693115,0.07770514,-0.04785329,-0.4388965,6.530228e-05,0.0009036822,3.878748
947.8,-6654.686,8562.626,-1082.737,-1.811319,5.692004,16.12609,-0.9894093,0.112848,0.07972182,-0.0444866,-0.4390914,-1.974172e-05,0.0009000278,3.899713
948,-6655.045,8563.767,-1079.512,-1.777933,5.705952,16.12348,-0.9834961,0.1561859,0.08159415,-0.04103283,-0.4392862,-0.0001041097,0.0008888234,3.920679
948.2,-6655.397,8564.909,-1076.288,-1.74459,5.719828,16.12088,-0.9756818,0.199241,0.08331833,-0.03749813,-0.4394812,-0.0001871323,0.000870157,3.941644
948.4,-6655.743,8566.054,-1073.064,-1.711287,5.733641,16.11828,-0.9659788,0.2419299,0.0848908,-0.03388885,-0.4396763,-0.0002681503,0.0008441762,3.962579
948.6,-6656.082,8567.202,-1069.841,-1.67802,5.747397,16.11569,-0.9544034,0.2841696,0.08630826,-0.0302115,-0.4398715,-0.0003465196,0.0008110867,3.983545
948.8,-6656.414,8568.354,-1066.618,-1.644785,5.761103,16.11309,-0.9409755,0.3258775,0.08756772,-0.0264727,-0.4400667,-0.0004216166,0.000771151,4.00448
949,-6656.739,8569.507,-1063.395,-1.611578,5.774763,16.1105,-0.9257188,0.3669722,0.08866644,-0.02267926,-0.440262,-0.0004928432,0.0007246863,4.025446
949.2,-6657.059,8570.663,-1060.173,-1.578398,5.788383,16.10791,-0.9086604,0.4073732,0.08960198,-0.01883808,-0.4404574,-0.0005596316,0.0006720621,4.046381
949.4,-6657.371,8571.822,-1056.952,-1.545241,5.801969,16.10532,-0.8898309,0.4470011,0.0903722,-0.01495618,-0.4406529,-0.0006214487,0.0006136973,4.067316
949.6,-6657.676,8572.983,-1053.731,-1.512106,5.815521,16.10273,-0.8692648,0.485778,0.09097524,-0.01104069,-0.4408485,-0.0006778007,0.0005500573,4.088251
949.8,-6657.976,8574.148,-1050.511,-1.478991,5.829046,16.10015,-0.8469996,0.5236272,0.09140959,-0.007098815,-0.4410442,-0.0007282369,0.0004816496,4.109186
950,-6658.268,8575.315,-1047.291,-1.445895,5.842544,16.09756,-0.8230765,0.5604739,0.09167399,-0.003137849,-0.4412399,-0.0007723534,0.0004090208,4.130121
950.2,-6658.554,8576.485,-1044.072,-1.412814,5.85602,16.09498,-0.7975399,0.5962451,0.09176753,0.0008348636,-0.4414358,-0.0008097968,0.0003327514,4.151025
950.4,-6658.833,8577.658,-1040.853,-1.37975,5.869475,16.09239,-0.7704374,0.6308693,0.09168962,0.004811929,-0.4416317,-0.0008402664,0.0002534518,4.17196
950.6,-6659.106,8578.833,-1037.635,-1.346699,5.882912,16.08981,-0.7418198,0.6642777,0.09143996,0.008785917,-0.4418277,-0.0008635173,0.0001717574,4.192865
950.8,-6659.372,8580.011,-1034.417,-1.313662,5.896332,16.08723,-0.7117411,0.6964034,0.09101861,0.01274938,-0.4420238,-0.0008793623,8.83231e-05,4.2138
951,-6659.631,8581.191,-1031.2,-1.280637,5.909737,16.08465,-0.6802581,0.7271818,0.09042591,0.01669486,-0.44222,-0.0008876735,3.818664e-06,4.234705
951.2,-6659.884,8582.375,-1027.984,-1.247623,5.923128,16.08208,-0.6474306,0.7565509,0.08966254,0.02061491,-0.4424162,-0.0008883833,-8.107704e-05,4.255609
951.4,-6660.13,8583.561,-1024.767,-1.21462,5.936507,16.0795,-0.6133211,0.7844514,0.08872952,0.0245021,-0.4426126,-0.0008814853,-0.0001656813,4.276514
951.6,-6660.37,8584.749,-1021.552,-1.181628,5.949875,16.07693,-0.5779947,0.8108266,0.08762817,0.02834904,-0.442809,-0.0008670344,-0.0002493131,4.297418
951.8,-6660.603,8585.94,-1018.337,-1.148645,5.963233,16.07435,-0.5415192,0.8356228,0.08636014,0.03214839,-0.4430056,-0.0008451463,-0.0003312987,4.318323
952,-6660.83,8587.135,-1015.122,-1.115671,5.976582,16.07178,-0.5039646,0.8587891,0.0849274,0.03589287,-0.4432022,-0.0008159968,-0.0004109767,4.339197
952.2,-6661.049,8588.331,-1011.908,-1.082705,5.989921,16.06921,-0.4654034,0.8802779,0.08333223,0.03957527,-0.4433989,-0.0007798205,-0.0004877042,4.360101
952.4,-6661.263,8589.53,-1008.694,-1.049748,6.003253,16.06664,-0.4259101,0.9000447,0.08157724,0.0431885,-0.4435956,-0.000736909,-0.000560861,4.380975
952.6,-6661.469,8590.732,-1005.481,-1.016799,6.016579,16.06407,-0.3855612,0.9180483,0.07966534,0.04672555,-0.4437925,-0.0006876088,-0.0006298556,4.40188
952.8,-6661.669,8591.938,-1002.269,-0.9838572,6.029897,16.0615,-0.3444351,0.9342509,0.07759975,0.05017952,-0.4439895,-0.0006323182,-0.0006941293,4.422754
953,-6661.863,8593.145,-999.0566,-0.9509228,6.043209,16.05893,-0.3026119,0.9486182,0.07538398,0.05354368,-0.4441865,-0.0005714846,-0.0007531613,4.443628
953.2,-6662.05,8594.354,-995.845,-0.9179956,6.056516,16.05636,-0.2601732,0.9611192,0.07302187,0.05681141,-0.4443837,-0.0005056006,-0.0008064728,4.464502
953.4,-6662.23,8595.567,-992.634,-0.8850752,6.069817,16.0538,-0.2172021,0.971727,0.07051753,0.05997628,-0.4445809,-0.0004352004,-0.0008536309,4.485376
953.6,-6662.404,8596.782,-989.4235,-0.8521616,6.083113,16.05123,-0.1737828,0.980418,0.06787533,0.06303201,-0.4447782,-0.0003608554,-0.0008942524,4.50625
953.8,-6662.571,8598.001,-986.2136,-0.8192544,6.096404,16.04867,-0.1300008,0.9871724,0.06509996,0.0659725,-0.4449756,-0.0002831696,-0.0009280067,4.527124
954,-6662.731,8599.221,-983.0041,-0.7863536,6.109691,16.04611,-0.08594222,0.9919744,0.06219637,0.06879187,-0.4451731,-0.0002027745,-0.0009546189,4.547968
954.2,-6662.885,8600.444,-979.7951,-0.7534591,6.122974,16.04355,-0.04169415,0.9948118,0.05916976,0.07148445,-0.4453707,-0.0001203248,-0.0009738719,4.568842
954.4,-6663.033,8601.67,-976.5867,-0.7205707,6.136253,16.04099,0.002655865,0.9956764,0.05602558,0.07404477,-0.4455684,-3.649211e-05,-0.0009856084,4.589685
954.6,-6663.173,8602.898,-973.3787,-0.6876883,6.149528,16.03843,0.04701987,0.9945638,0.05276955,0.07646761,-0.4457662,4.803984e-05,-0.0009897324,4.610529
954.8,-6663.308,8604.13,-970.1713,-0.6548118,6.162799,16.03587,0.09130966,0.9914737,0.04940759,0.07874798,-0.445964,0.000132581,-0.0009862101,4.631372
955,-6663.436,8605.364,-966.9644,-0.6219411,6.176067,16.03331,0.135437,0.9864097,0.04594586,0.08088116,-0.446162,0.0002164405,-0.0009750696,4.652246
955.2,-6663.557,8606.601,-963.7579,-0.5890763,6.189331,16.03076,0.1793138,0.9793791,0.04239075,0.08286268,-0.44636,0.0002989325,-0.000956402,4.673059
955.4,-6663.671,8607.84,-960.5521,-0.5562172,6.202592,16.0282,0.2228522,0.9703934,0.03874883,0.08468837,-0.4465581,0.0003793817,-0.0009303596,4.693903
955.6,-6663.779,8609.082,-957.3467,-0.5233636,6.21585,16.02565,0.265965,0.9594679,0.03502686,0.08635432,-0.4467563,0.0004571288,-0.0008971558,4.714746
955.8,-6663.88,8610.326,-954.1418,-0.4905158,6.229105,16.0231,0.3085655,0.946622,0.03123178,0.08785691,-0.4469546,0.0005315361,-0.0008570625,4.73559
956,-6663.975,8611.573,-950.9374,-0.4576735,6.242357,16.02054,0.3505677,0.9318786,0.02737071,0.08919284,-0.447153,0.0006019928,-0.0008104086,4.756403
956.2,-6664.063,8612.823,-947.7336,-0.4248366,6.255606,16.01799,0.391887,0.9152649,0.0234509,0.09035911,-0.4473515,0.0006679197,-0.0007575772,4.777246
956.4,-6664.145,8614.075,-944.5302,-0.3920053,6.268852,16.01544,0.4324396,0.8968117,0.01947977,0.09135304,-0.4475501,0.0007287746,-0.0006990028,4.798059
956.6,-6664.22,8615.331,-941.3274,-0.3591794,6.282095,16.01289,0.4721434,0.8765534,0.01546482,0.09217228,-0.4477487,0.0007840564,-0.0006351671,4.818872
956.8,-6664.289,8616.588,-938.1251,-0.3263589,6.295335,16.01035,0.5109174,0.8545282,0.01141371,0.09281477,-0.4479474,0.0008333094,-0.000566596,4.839685
957,-6664.351,8617.849,-934.9233,-0.2935438,6.308573,16.0078,0.5486827,0.8307783,0.007334174,0.09327883,-0.4481463,0.0008761275,-0.000493855,4.860498
957.2,-6664.406,8619.111,-931.722,-0.2607341,6.321808,16.00525,0.585362,0.8053489,0.003234021,0.09356311,-0.4483452,0.0009121567,-0.0004175442,4.881311
957.4,-6664.455,8620.378,-928.5212,-0.2279298,6.33504,16.00271,0.62088,0.778289,-0.0008788597,0.09366658,-0.4485442,0.0009410993,-0.000338294,4.902124
957.6,-6664.498,8621.646,-925.3209,-0.1951308,6.34827,16.00016,0.6551639,0.7496509,-0.004996527,0.09358859,-0.4487433,0.0009627158,-0.0002567598,4.922906
957.8,-6664.533,8622.917,-922.1211,-0.1623371,6.361497,15.99762,0.6881428,0.7194902,-0.009111003,0.0933288,-0.4489425,0.0009768269,-0.0001736163,4.943719
958,-6664.562,8624.19,-918.9218,-0.1295487,6.374721,15.99508,0.7197486,0.6878658,-0.01321429,0.09288727,-0.4491418,0.0009833154,-8.955233e-05,4.964502
958.2,-6664.585,8625.467,-915.7231,-0.09676555,6.387943,15.99254,0.7499155,0.6548395,-0.01729838,0.09226436,-0.4493412,0.0009821273,-5.26491e-06,4.985315
958.29,-6664.593,8626.042,-914.2838,-0.08201487,6.393892,15.9914,0.7630044,0.6395375,-0.01912782,0.09192507,-0.4494309,0.0009790884,3.255087e-05,4.994653
958.4,-6664.601,8626.745,-912.5276,-0.06268601,6.401688,15.91197,0.7785808,0.6204762,-0.02135527,0.09146083,-0.4495406,0.0009732721,7.854635e-05,5.006067
958.6,-6664.609,8628.027,-909.3896,-0.0214513,6.418317,15.40001,0.8056846,0.5848436,-0.02537699,0.09047778,-0.4497402,0.0009568231,0.0001611851,5.026453
958.8,-6664.609,8629.313,-906.3877,0.02459606,6.436889,14.58623,0.8311698,0.5480123,-0.02935561,0.08931666,-0.4499398,0.0009329166,0.0002419643,5.045984
959,-6664.6,8630.603,-903.563,0.07209265,6.456046,13.65413,0.8549829,0.5100551,-0.03328324,0.08797926,-0.4501396,0.0009017515,0.0003202113,5.064355
959.2,-6664.581,8631.896,-900.9252,0.1185669,6.474795,12.73285,0.8770732,0.4710475,-0.03715207,0.08646776,-0.4503394,0.0008635867,0.0003952743,5.081476
959.4,-6664.552,8633.192,-898.4642,0.1625664,6.492552,11.89453,0.8973936,0.4310673,-0.0409544,0.08478464,-0.4505393,0.0008187403,0.0004665271,5.097498
959.6,-6664.516,8634.492,-896.1599,0.2034449,6.509056,11.16889,0.9159005,0.3901946,-0.04468259,0.08293277,-0.4507393,0.000767586,0.0005333751,5.112451
959.8,-6664.471,8635.796,-893.9889,0.2410766,6.524256,10.55997,0.9325541,0.348511,-0.04832915,0.08091533,-0.4509394,0.0007105509,0.0005952594,5.126581
960,-6664.419,8637.102,-891.9287,0.2756236,6.538219,10.05871,0.9473178,0.3061004,-0.0518867,0.07873585,-0.4511395,0.0006481112,0.0006516625,5.139978
960.2,-6664.361,8638.411,-889.9592,0.307382,6.551064,9.650882,0.9601591,0.2630483,-0.05534804,0.07639819,-0.4513398,0.0005807893,0.0007021119,5.152765
960.4,-6664.297,8639.723,-888.0632,0.3366922,6.562927,9.321299,0.9710494,0.2194414,-0.0587061,0.07390653,-0.4515401,0.0005091485,0.0007461846,5.165094
960.6,-6664.227,8641.036,-886.2264,0.3638915,6.573944,9.055882,0.9799638,0.175368,-0.061954,0.07126537,-0.4517405,0.0004337891,0.0007835109,5.177026
960.8,-6664.151,8642.352,-884.4373,0.3892916,6.58424,8.842431,0.9868815,0.1309176,-0.06508505,0.06847953,-0.4519411,0.000355343,0.000813777,5.188654
961,-6664.071,8643.67,-882.6866,0.41317,6.593926,8.670763,0.9917858,0.08618039,-0.06809279,0.06555413,-0.4521417,0.0002744689,0.0008367281,5.200037
961.2,-6663.986,8644.989,-880.9668,0.4357684,6.6031,8.532569,0.9946638,0.04124756,-0.07097094,0.06249456,-0.4523424,0.000191846,0.0008521707,5.211206
961.4,-6663.897,8646.311,-879.2719,0.4572942,6.611844,8.421159,0.9955072,-0.003789166,-0.07371347,0.05930655,-0.4525432,0.0001081695,0.0008599742,5.222223
961.6,-6663.803,8647.634,-877.5969,0.4779241,6.62023,8.331181,0.9943115,-0.04883764,-0.07631461,0.05599603,-0.452744,2.41436e-05,0.0008600724,5.233118
961.8,-6663.706,8648.959,-875.9382,0.4978074,6.628316,8.25837,0.9910764,-0.09380547,-0.07876885,0.05256927,-0.452945,-5.95236e-05,0.0008524635,5.24389
962,-6663.604,8650.285,-874.2927,0.5170698,6.636154,8.199336,0.9858059,-0.1386003,-0.08107091,0.04903274,-0.453146,-0.0001421264,0.0008372111,5.254602
962.2,-6663.499,8651.613,-872.6578,0.5358165,6.643786,8.151376,0.9785081,-0.1831298,-0.08321586,0.04539317,-0.4533472,-0.0002229676,0.0008144432,5.265222
962.4,-6663.39,8652.943,-871.0315,0.5541356,6.651246,8.112336,0.9691953,-0.227302,-0.08519898,0.04165751,-0.4535484,-0.0003013638,0.0007843513,5.275781
962.6,-6663.277,8654.273,-869.4124,0.5721006,6.658565,8.080496,0.9578841,-0.2710257,-0.08701595,0.03783296,-0.4537497,-0.000376652,0.000747189,5.28631
962.8,-6663.161,8655.606,-867.799,0.5897725,6.665766,8.054478,0.9445952,-0.31421,-0.08866268,0.03392687,-0.4539511,-0.0004481947,0.0007032703,5.296808
963,-6663.042,8656.94,-866.1902,0.6072019,6.67287,8.033175,0.9293532,-0.3567653,-0.09013546,0.02994683,-0.4541526,-0.0005153856,0.0006529664,5.307275
963.2,-6662.918,8658.275,-864.5854,0.6244311,6.679894,8.015698,0.912187,-0.398603,-0.0914309,0.02590057,-0.4543542,-0.0005776545,0.000596703,5.317682
963.4,-6662.792,8659.612,-862.9838,0.6414949,6.686852,8.00133,0.8931298,-0.4396355,-0.09254593,0.021796,-0.4545558,-0.0006344728,0.0005349568,5.328119
963.6,-6662.662,8660.95,-861.3847,0.6584221,6.693755,7.989489,0.8722181,-0.4797772,-0.09347785,0.01764117,-0.4547576,-0.0006853572,0.0004682516,5.338495
963.8,-6662.528,8662.29,-859.7878,0.6752365,6.700613,7.979707,0.8494931,-0.5189437,-0.09422432,0.01344424,-0.4549594,-0.0007298747,0.0003971538,5.348871
964,-6662.392,8663.631,-858.1927,0.6919578,6.707433,7.971602,0.8249992,-0.5570526,-0.09478335,0.009213528,-0.4551613,-0.000767646,0.0003222677,5.359247
964.2,-6662.251,8664.973,-856.5991,0.7086022,6.714222,7.964865,0.798785,-0.5940235,-0.09515333,0.00495741,-0.4553634,-0.0007983489,0.0002442304,5.369592
964.4,-6662.108,8666.316,-855.0067,0.7251832,6.720986,7.959244,0.7709025,-0.6297782,-0.09533301,0.0006843611,-0.4555655,-0.0008217208,0.0001637065,5.379968
964.6,-6661.961,8667.661,-853.4153,0.7417119,6.727729,7.954534,0.7414074,-0.6642409,-0.09532154,-0.00359708,-0.4557677,-0.0008375619,8.138236e-05,5.390314
964.8,-6661.812,8669.007,-851.8248,0.7581971,6.734454,7.950569,0.7103589,-0.6973382,-0.09511841,-0.007878329,-0.4559699,-0.0008457361,-2.03952e-06,5.400629
965,-6661.658,8670.354,-850.235,0.7746465,6.741165,7.947213,0.6778196,-0.7289996,-0.09472355,-0.01215077,-0.4561723,-0.0008461729,-8.584664e-05,5.410974
965.2,-6661.501,8671.704,-848.6459,0.7910663,6.747864,7.944354,0.6438553,-0.7591571,-0.09413723,-0.01640577,-0.4563748,-0.0008388678,-0.0001693225,5.421289
965.4,-6661.342,8673.054,-847.0573,0.8074614,6.754553,7.941901,0.6085347,-0.7877459,-0.09336013,-0.0206347,-0.4565773,-0.0008238825,-0.0002517528,5.431635
965.6,-6661.179,8674.405,-845.4691,0.8238361,6.761233,7.939781,0.5719299,-0.8147044,-0.09239332,-0.02482897,-0.45678,-0.0008013448,-0.0003324315,5.441949
965.8,-6661.012,8675.759,-843.8813,0.8401938,6.767907,7.937933,0.5341155,-0.839974,-0.09123823,-0.02897999,-0.4569827,-0.000771447,-0.000410667,5.452264
966,-6660.842,8677.112,-842.2939,0.8565373,6.774574,7.936308,0.495169,-0.8634999,-0.08989672,-0.03307927,-0.4571855,-0.0007344451,-0.0004857877,5.462579
966.2,-6660.669,8678.469,-840.7068,0.872869,6.781237,7.934865,0.4551702,-0.8852304,-0.08837099,-0.03711836,-0.4573884,-0.0006906562,-0.0005571484,5.472894
966.4,-6660.493,8679.825,-839.12,0.8891906,6.787896,7.93357,0.4142016,-0.9051178,-0.08666366,-0.04108892,-0.4575914,-0.0006404562,-0.0006241355,5.483209
966.6,-6660.314,8681.184,-837.5334,0.9055038,6.794551,7.932398,0.3723477,-0.9231178,-0.08477771,-0.04498271,-0.4577945,-0.0005842763,-0.0006861726,5.493524
966.8,-6660.131,8682.543,-835.947,0.9218099,6.801203,7.931326,0.3296951,-0.9391903,-0.08271647,-0.04879162,-0.4579977,-0.0005225997,-0.0007427252,5.503839
967,-6659.945,8683.904,-834.3608,0.9381099,6.807852,7.930336,0.2863322,-0.9532991,-0.08048369,-0.05250768,-0.458201,-0.0004559576,-0.0007933056,5.514154
967.2,-6659.756,8685.267,-832.7749,0.9544048,6.814499,7.929411,0.2423492,-0.9654118,-0.07808344,-0.05612308,-0.4584043,-0.0003849244,-0.0008374772,5.524469
967.4,-6659.563,8686.63,-831.1891,0.9706951,6.821145,7.928543,0.1978378,-0.9755005,-0.07552017,-0.0596302,-0.4586078,-0.0003101129,-0.0008748583,5.534784
967.6,-6659.368,8687.994,-829.6035,0.9869815,6.827788,7.927719,0.1528909,-0.9835411,-0.07279868,-0.06302158,-0.4588113,-0.0002321693,-0.0009051257,5.545068
967.8,-6659.168,8689.36,-828.018,1.003265,6.83443,7.926931,0.1076026,-0.989514,-0.06992408,-0.06629,-0.459015,-0.0001517675,-0.0009280171,5.555383
968,-6658.966,8690.729,-826.4327,1.019544,6.841071,7.926175,0.06206789,-0.993404,-0.06690186,-0.06942846,-0.4592187,-6.960331e-05,-0.0009433341,5.565698
968.2,-6658.761,8692.098,-824.8475,1.035822,6.847711,7.925442,0.01638262,-0.9952,-0.06373778,-0.07243019,-0.4594225,1.361164e-05,-0.0009509437,5.575983
968.4,-6658.552,8693.468,-823.2625,1.052096,6.854349,7.92473,-0.029357,-0.9948955,-0.06043796,-0.07528867,-0.4596264,9.71558e-05,-0.0009507795,5.586298
968.6,-6658.34,8694.839,-821.6776,1.067964,6.860176,7.924029,-0.07505434,-0.9924884,-0.05700879,-0.07799768,-0.4598304,0.0001803041,-0.0009428426,5.596582
968.8,-6658.125,8696.211,-820.0929,1.082486,6.863316,7.923331,-0.1206127,-0.987981,-0.05345695,-0.08055124,-0.4600345,0.0002623342,-0.0009272018,5.606897
969,-6657.907,8697.584,-818.5083,1.095901,6.864246,7.922642,-0.1659354,-0.98138,-0.04978942,-0.08294372,-0.4602387,0.0003425329,-0.0009039926,5.617181
969.2,-6657.687,8698.957,-816.9238,1.108453,6.863453,7.921966,-0.210926,-0.9726968,-0.04601342,-0.08516975,-0.460443,0.0004202022,-0.000873417,5.627496
969.4,-6657.464,8700.329,-815.3395,1.120331,6.861315,7.921299,-0.2554888,-0.961947,-0.04213643,-0.08722431,-0.4606474,0.0004946653,-0.0008357409,5.637781
969.6,-6657.238,8701.701,-813.7553,1.131682,6.858125,7.920643,-0.2995285,-0.9491505,-0.03816617,-0.08910272,-0.4608518,0.0005652729,-0.0007912926,5.648096
969.8,-6657.011,8703.072,-812.1713,1.142621,6.854115,7.919994,-0.3429509,-0.9343321,-0.03411056,-0.09080061,-0.4610564,0.0006314089,-0.0007404599,5.65838
970,-6656.781,8704.443,-810.5873,1.153239,6.849465,7.919351,-0.3856628,-0.9175204,-0.02997775,-0.09231403,-0.461261,0.0006924953,-0.0006836867,5.668695
970.2,-6656.55,8705.812,-809.0035,1.163606,6.844316,7.918714,-0.4275723,-0.8987487,-0.02577606,-0.09363932,-0.4614658,0.0007479978,-0.0006214691,5.678979
970.4,-6656.316,8707.181,-807.4198,1.173777,6.838775,7.918079,-0.468589,-0.8780544,-0.02151401,-0.09477327,-0.4616706,0.0007974307,-0.0005543514,5.689264
970.6,-6656.08,8708.548,-805.8363,1.183794,6.832931,7.917449,-0.5086245,-0.855479,-0.01720025,-0.095713,-0.4618755,0.0008403608,-0.0004829216,5.699579
970.8,-6655.842,8709.914,-804.2529,1.193691,6.826849,7.91682,-0.5475918,-0.8310683,-0.01284358,-0.09645604,-0.4620806,0.0008764114,-0.0004078056,5.709863
971,-6655.603,8711.278,-802.6696,1.203495,6.82058,7.916193,-0.5854063,-0.804872,-0.008452917,-0.09700034,-0.4622857,0.0009052661,-0.0003296626,5.720148
971.2,-6655.361,8712.642,-801.0864,1.213225,6.814167,7.915567,-0.6219857,-0.7769437,-0.004037288,-0.09734422,-0.4624909,0.0009266713,-0.0002491789,5.730432
971.4,-6655.118,8714.004,-799.5033,1.222897,6.807642,7.914943,-0.6572501,-0.747341,0.0003942014,-0.09748643,-0.4626962,0.0009404382,-0.0001670621,5.740717
971.6,-6654.872,8715.365,-797.9204,1.232525,6.801028,7.91432,-0.6911221,-0.716125,0.004832373,-0.09742614,-0.4629016,0.0009464459,-8.403465e-05,5.751031
971.8,-6654.625,8716.725,-796.3376,1.242116,6.794345,7.913698,-0.7235274,-0.6833605,0.009268004,-0.09716292,-0.463107,0.0009446408,-8.279071e-07,5.761316
972,-6654.375,8718.083,-794.7549,1.25168,6.787608,7.913076,-0.7543944,-0.6491158,0.01369184,-0.09669678,-0.4633126,0.0009350387,8.182458e-05,5.7716
972.2,-6654.124,8719.439,-793.1724,1.261223,6.780829,7.912455,-0.7836549,-0.6134625,0.01809463,-0.09602814,-0.4635183,0.0009177239,0.0001631934,5.781885
972.4,-6653.871,8720.795,-791.5899,1.270747,6.774018,7.911834,-0.8112437,-0.5764754,0.02246711,-0.09515787,-0.463724,0.0008928492,0.0002425599,5.792169
972.6,-6653.616,8722.149,-790.0076,1.280258,6.767182,7.911214,-0.8370994,-0.5382322,0.02680006,-0.09408723,-0.4639299,0.000860634,0.0003192223,5.802454
972.8,-6653.358,8723.502,-788.4255,1.289758,6.760325,7.910594,-0.861164,-0.4988137,0.03108431,-0.09281792,-0.4641358,0.0008213629,0.000392502,5.812738
973,-6653.1,8724.854,-786.8434,1.29925,6.753453,7.909975,-0.8833833,-0.4583034,0.03531076,-0.09135208,-0.4643418,0.0007753836,0.00046175,5.823022
973.2,-6652.839,8726.203,-785.2615,1.308734,6.746569,7.909355,-0.9037068,-0.416787,0.03947037,-0.08969224,-0.4645479,0.0007231031,0.0005263521,5.833307
973.4,-6652.576,8727.552,-783.6796,1.318213,6.739676,7.908736,-0.9220883,-0.374353,0.04355426,-0.08784137,-0.4647541,0.0006649849,0.000585735,5.843591
973.6,-6652.312,8728.899,-782.098,1.327687,6.732775,7.908117,-0.9384853,-0.3310919,0.04755362,-0.08580284,-0.4649605,0.0006015447,0.0006393708,5.853876
973.8,-6652.045,8730.245,-780.5164,1.337157,6.725868,7.907498,-0.9528599,-0.2870961,0.05145982,-0.08358043,-0.4651668,0.0005333461,0.0006867825,5.86413
974,-6651.777,8731.59,-778.9349,1.346624,6.718957,7.90688,-0.9651783,-0.2424598,0.05526438,-0.08117833,-0.4653733,0.0004609954,0.0007275478,5.874414
974.2,-6651.506,8732.933,-777.3536,1.356088,6.712042,7.906261,-0.975411,-0.1972791,0.05895902,-0.07860111,-0.4655799,0.0003851364,0.0007613033,5.884698
974.4,-6651.234,8734.274,-775.7725,1.36555,6.705125,7.905643,-0.9835331,-0.1516511,0.06253564,-0.07585373,-0.4657865,0.000306445,0.0007877475,5.894983
974.6,-6650.96,8735.615,-774.1914,1.37501,6.698206,7.905025,-0.9895242,-0.1056743,0.06598638,-0.07294154,-0.4659933,0.0002256228,0.000806644,5.905267
974.8,-6650.684,8736.954,-772.6105,1.384469,6.691285,7.904408,-0.9933686,-0.0594481,0.06930359,-0.06987026,-0.4662001,0.0001433912,0.0008178235,5.915521
975,-6650.406,8738.291,-771.0296,1.393925,6.684363,7.90379,-0.9950548,-0.01307273,0.0724799,-0.06664594,-0.4664071,6.048469e-05,0.0008211852,5.925806
975.2,-6650.126,8739.628,-769.4489,1.40338,6.67744,7.903172,-0.9945765,0.03335109,0.07550821,-0.06327501,-0.4666141,-2.235529e-05,0.0008166985,5.93609
975.4,-6649.845,8740.962,-767.8683,1.412834,6.670516,7.902555,-0.9919319,0.07972229,0.07838168,-0.05976421,-0.4668212,-0.0001043873,0.0008044027,5.946344
975.6,-6649.562,8742.296,-766.2879,1.422287,6.663592,7.901937,-0.9871238,0.1259397,0.08109381,-0.05612062,-0.4670284,-0.0001848764,0.0007844073,5.956628
975.8,-6649.276,8743.628,-764.7076,1.431738,6.656667,7.90132,-0.9801599,0.1719023,0.0836384,-0.05235162,-0.4672357,-0.0002631007,0.0007568905,5.966913
976,-6648.989,8744.958,-763.1274,1.441189,6.649742,7.900703,-0.9710526,0.2175093,0.08600958,-0.04846488,-0.4674431,-0.0003383582,0.0007220987,5.977167
976.2,-6648.7,8746.288,-761.5473,1.450638,6.642817,7.900086,-0.959819,0.2626605,0.08820184,-0.04446835,-0.4676506,-0.0004099725,0.0006803435,5.987451
976.4,-6648.409,8747.615,-759.9673,1.460086,6.635891,7.89947,-0.9464808,0.3072566,0.09021001,-0.04037027,-0.4678582,-0.0004772996,0.0006319995,5.997705
976.6,-6648.116,8748.942,-758.3875,1.469533,6.628966,7.898853,-0.9310644,0.3511992,0.09202933,-0.03617908,-0.4680658,-0.0005397333,0.0005775008,6.00799
